record_id,student_id,year_level,counsellor_id,subject_1_name,subject_1_marks,subject_2_name,subject_2_marks,subject_3_name,subject_3_marks,total,grade,sgpa
REC000270,STU00068,2,2,Data Structures and Algorithms,45,Probability and Statistics,60,Java,98,203,B+,7.19
REC000271,STU00068,3,3,Design and Analysis of Algorithm,66,Machine Learning,63,UI/UX,77,206,B+,6.8
REC000272,STU00068,4,4,Data Warehousing and Data Mining,62,Data Science,68,Computer Architecture,90,220,A,8.15
REC000273,STU00069,1,1,Maths,68,Physics,85,Chemistry,87,240,A+,8.85
REC000274,STU00069,2,2,Data Structures and Algorithms,93,Probability and Statistics,93,Java,78,264,A+,8.95
REC000275,STU00069,3,3,Design and Analysis of Algorithm,59,Machine Learning,53,UI/UX,96,208,C,4.96
REC000276,STU00069,4,4,Data Warehousing and Data Mining,71,Data Science,74,Computer Architecture,99,244,A+,9.01
REC000277,STU00070,1,1,Maths,88,Physics,68,Chemistry,46,202,B+,6.97
REC000278,STU00070,2,2,Data Structures and Algorithms,94,Probability and Statistics,45,Java,90,229,A,8.18
REC000279,STU00070,3,3,Design and Analysis of Algorithm,49,Machine Learning,50,UI/UX,66,165,B,5.89
REC000280,STU00070,4,4,Data Warehousing and Data Mining,94,Data Science,55,Computer Architecture,72,221,A,7.74
REC000281,STU00071,1,1,Maths,93,Physics,47,Chemistry,87,227,A,8.25
REC000282,STU00071,2,2,Data Structures and Algorithms,54,Probability and Statistics,81,Java,48,183,B+,7.29
REC000283,STU00071,3,3,Design and Analysis of Algorithm,90,Machine Learning,96,UI/UX,87,273,O,10
REC000284,STU00071,4,4,Data Warehousing and Data Mining,63,Data Science,71,Computer Architecture,70,204,B+,7.23
REC000285,STU00072,1,1,Maths,89,Physics,80,Chemistry,100,269,C,4.88
REC000286,STU00072,2,2,Data Structures and Algorithms,92,Probability and Statistics,65,Java,67,224,A,7.7
REC000287,STU00072,3,3,Design and Analysis of Algorithm,62,Machine Learning,78,UI/UX,84,224,A,8.25
REC000288,STU00072,4,4,Data Warehousing and Data Mining,89,Data Science,70,Computer Architecture,73,232,A,8.09
REC000289,STU00073,1,1,Maths,79,Physics,84,Chemistry,95,258,A+,9.07
REC000290,STU00073,2,2,Data Structures and Algorithms,73,Probability and Statistics,89,Java,67,229,A,8.23
REC000291,STU00073,3,3,Design and Analysis of Algorithm,95,Machine Learning,86,UI/UX,70,251,A+,9.17
REC000292,STU00073,4,4,Data Warehousing and Data Mining,64,Data Science,50,Computer Architecture,47,161,B,6.02
REC000293,STU00074,1,1,Maths,69,Physics,91,Chemistry,91,251,A+,9.14
REC000294,STU00074,2,2,Data Structures and Algorithms,53,Probability and Statistics,78,Java,79,210,A,7.87
REC000295,STU00074,3,3,Design and Analysis of Algorithm,50,Machine Learning,77,UI/UX,80,207,B+,6.89
REC000296,STU00074,4,4,Data Warehousing and Data Mining,66,Data Science,93,Computer Architecture,85,244,A+,8.8
REC000297,STU00075,1,1,Maths,46,Physics,95,Chemistry,79,220,A,8.06
REC000298,STU00075,2,2,Data Structures and Algorithms,60,Probability and Statistics,98,Java,94,252,A+,8.88
REC000299,STU00075,3,3,Design and Analysis of Algorithm,72,Machine Learning,77,UI/UX,52,201,B+,7.14
REC000300,STU00075,4,4,Data Warehousing and Data Mining,98,Data Science,68,Computer Architecture,61,227,A,8.08
REC000301,STU00076,1,1,Maths,67,Physics,52,Chemistry,48,167,B,6.15
REC000302,STU00076,2,2,Data Structures and Algorithms,52,Probability and Statistics,73,Java,64,189,B+,7.04
REC000303,STU00076,3,3,Design and Analysis of Algorithm,45,Machine Learning,74,UI/UX,66,185,B+,7.29
REC000304,STU00076,4,4,Data Warehousing and Data Mining,96,Data Science,92,Computer Architecture,82,270,O,10
REC000305,STU00077,1,1,Maths,85,Physics,87,Chemistry,79,251,A+,9.21
REC000306,STU00077,2,2,Data Structures and Algorithms,59,Probability and Statistics,67,Java,64,190,B+,6.87
REC000307,STU00077,3,3,Design and Analysis of Algorithm,95,Machine Learning,97,UI/UX,90,282,O,10
REC000308,STU00077,4,4,Data Warehousing and Data Mining,53,Data Science,90,Computer Architecture,69,212,A,8.01
REC000309,STU00078,1,1,Maths,60,Physics,51,Chemistry,65,176,B,6.01
REC000310,STU00078,2,2,Data Structures and Algorithms,57,Probability and Statistics,97,Java,94,248,A+,8.92
REC000311,STU00078,3,3,Design and Analysis of Algorithm,51,Machine Learning,54,UI/UX,90,195,B+,6.96
REC000312,STU00078,4,4,Data Warehousing and Data Mining,71,Data Science,50,Computer Architecture,50,171,B,5.74
REC000313,STU00079,1,1,Maths,53,Physics,75,Chemistry,58,186,B+,6.97
REC000314,STU00079,2,2,Data Structures and Algorithms,68,Probability and Statistics,88,Java,78,234,A,7.94
REC000315,STU00079,3,3,Design and Analysis of Algorithm,80,Machine Learning,78,UI/UX,94,252,A+,8.94
REC000316,STU00079,4,4,Data Warehousing and Data Mining,61,Data Science,82,Computer Architecture,76,219,A,8.08
REC000317,STU00080,1,1,Maths,73,Physics,89,Chemistry,76,238,C,5.14
REC000318,STU00080,2,2,Data Structures and Algorithms,71,Probability and Statistics,97,Java,55,223,A,7.79
REC000319,STU00080,3,3,Design and Analysis of Algorithm,53,Machine Learning,76,UI/UX,90,219,A,7.97
REC000320,STU00080,4,4,Data Warehousing and Data Mining,90,Data Science,77,Computer Architecture,100,267,A+,9.02
REC000321,STU00081,1,1,Maths,89,Physics,58,Chemistry,74,221,A,7.98
REC000322,STU00081,2,2,Data Structures and Algorithms,92,Probability and Statistics,55,Java,80,227,A,7.92
REC000323,STU00081,3,3,Design and Analysis of Algorithm,52,Machine Learning,83,UI/UX,99,234,A,7.95
REC000324,STU00081,4,4,Data Warehousing and Data Mining,52,Data Science,68,Computer Architecture,81,201,B+,6.87
REC000325,STU00082,1,1,Maths,78,Physics,54,Chemistry,52,184,B+,6.92
REC000326,STU00082,2,2,Data Structures and Algorithms,68,Probability and Statistics,64,Java,63,195,B+,6.99
REC000327,STU00082,3,3,Design and Analysis of Algorithm,95,Machine Learning,54,UI/UX,54,203,B+,7.17
REC000328,STU00082,4,4,Data Warehousing and Data Mining,71,Data Science,48,Computer Architecture,64,183,B+,7.23
REC000329,STU00083,1,1,Maths,58,Physics,56,Chemistry,97,211,A,8.14
REC000330,STU00083,2,2,Data Structures and Algorithms,45,Probability and Statistics,52,Java,80,177,B,5.91
REC000331,STU00083,3,3,Design and Analysis of Algorithm,100,Machine Learning,47,UI/UX,71,218,A,7.99
REC000332,STU00083,4,4,Data Warehousing and Data Mining,64,Data Science,81,Computer Architecture,73,218,A,8.24
REC000333,STU00084,1,1,Maths,95,Physics,69,Chemistry,75,239,C,5.2
REC000334,STU00084,2,2,Data Structures and Algorithms,98,Probability and Statistics,83,Java,53,234,A,8.16
REC000335,STU00084,3,3,Design and Analysis of Algorithm,77,Machine Learning,85,UI/UX,74,236,A,8.16
REC000336,STU00084,4,4,Data Warehousing and Data Mining,87,Data Science,73,Computer Architecture,54,214,A,8.22
REC000337,STU00085,1,1,Maths,65,Physics,50,Chemistry,96,211,A,8.07
REC000338,STU00085,2,2,Data Structures and Algorithms,84,Probability and Statistics,71,Java,69,224,A,7.84
REC000339,STU00085,3,3,Design and Analysis of Algorithm,70,Machine Learning,66,UI/UX,79,215,A,7.73
REC000340,STU00085,4,4,Data Warehousing and Data Mining,87,Data Science,73,Computer Architecture,92,252,A+,8.87
REC000341,STU00086,1,1,Maths,50,Physics,100,Chemistry,55,205,B+,7.12
REC000342,STU00086,2,2,Data Structures and Algorithms,81,Probability and Statistics,85,Java,95,261,A+,9.16
REC000343,STU00086,3,3,Design and Analysis of Algorithm,64,Machine Learning,80,UI/UX,86,230,A,7.77
REC000344,STU00086,4,4,Data Warehousing and Data Mining,80,Data Science,50,Computer Architecture,57,187,B+,7.27
REC000345,STU00087,1,1,Maths,79,Physics,81,Chemistry,93,253,A+,8.73
REC000346,STU00087,2,2,Data Structures and Algorithms,81,Probability and Statistics,78,Java,57,216,A,8.15
REC000347,STU00087,3,3,Design and Analysis of Algorithm,77,Machine Learning,46,UI/UX,52,175,B,6.09
REC000348,STU00087,4,4,Data Warehousing and Data Mining,79,Data Science,56,Computer Architecture,46,181,B+,6.86
REC000349,STU00088,1,1,Maths,58,Physics,60,Chemistry,98,216,A,8.12
REC000350,STU00088,2,2,Data Structures and Algorithms,82,Probability and Statistics,73,Java,50,205,B+,7.18
REC000351,STU00088,3,3,Design and Analysis of Algorithm,83,Machine Learning,65,UI/UX,70,218,A,8.05
REC000352,STU00088,4,4,Data Warehousing and Data Mining,76,Data Science,100,Computer Architecture,46,222,A,7.9
REC000353,STU00089,1,1,Maths,56,Physics,71,Chemistry,46,173,B,6.22
REC000354,STU00089,2,2,Data Structures and Algorithms,65,Probability and Statistics,69,Java,61,195,B+,6.75
REC000355,STU00089,3,3,Design and Analysis of Algorithm,51,Machine Learning,79,UI/UX,55,185,B+,6.87
REC000356,STU00089,4,4,Data Warehousing and Data Mining,56,Data Science,61,Computer Architecture,94,211,A,7.75
REC000357,STU00090,1,1,Maths,64,Physics,71,Chemistry,88,223,A,7.8
REC000358,STU00090,2,2,Data Structures and Algorithms,84,Probability and Statistics,65,Java,56,205,B+,6.72
REC000359,STU00090,3,3,Design and Analysis of Algorithm,48,Machine Learning,64,UI/UX,69,181,B+,6.76
REC000360,STU00090,4,4,Data Warehousing and Data Mining,54,Data Science,71,Computer Architecture,65,190,B+,6.85
REC000361,STU00091,1,1,Maths,97,Physics,52,Chemistry,48,197,B+,6.82
REC000362,STU00091,2,2,Data Structures and Algorithms,93,Probability and Statistics,83,Java,82,258,A+,8.84
REC000363,STU00091,3,3,Design and Analysis of Algorithm,77,Machine Learning,93,UI/UX,77,247,A+,8.93
REC000364,STU00091,4,4,Data Warehousing and Data Mining,52,Data Science,62,Computer Architecture,48,162,B,5.89
REC000365,STU00092,1,1,Maths,80,Physics,71,Chemistry,49,200,B+,6.99
REC000366,STU00092,2,2,Data Structures and Algorithms,71,Probability and Statistics,85,Java,59,215,A,8.25
REC000367,STU00092,3,3,Design and Analysis of Algorithm,46,Machine Learning,62,UI/UX,80,188,B+,7.28
REC000368,STU00092,4,4,Data Warehousing and Data Mining,88,Data Science,51,Computer Architecture,60,199,B+,7.16
REC000369,STU00093,1,1,Maths,86,Physics,95,Chemistry,53,234,A,7.88
REC000370,STU00093,2,2,Data Structures and Algorithms,71,Probability and Statistics,73,Java,50,194,B+,7.21
REC000371,STU00093,3,3,Design and Analysis of Algorithm,77,Machine Learning,58,UI/UX,95,230,A,8.28
REC000372,STU00093,4,4,Data Warehousing and Data Mining,68,Data Science,79,Computer Architecture,55,202,B+,7.17
REC000373,STU00094,1,1,Maths,79,Physics,72,Chemistry,80,231,A,7.97
REC000374,STU00094,2,2,Data Structures and Algorithms,45,Probability and Statistics,97,Java,74,216,A,8.28
REC000375,STU00094,3,3,Design and Analysis of Algorithm,84,Machine Learning,63,UI/UX,86,233,A,8.28
REC000376,STU00094,4,4,Data Warehousing and Data Mining,45,Data Science,48,Computer Architecture,75,168,B,5.86
REC000377,STU00095,1,1,Maths,61,Physics,98,Chemistry,88,247,A+,8.93
REC000378,STU00095,2,2,Data Structures and Algorithms,67,Probability and Statistics,98,Java,85,250,A+,8.83
REC000379,STU00095,3,3,Design and Analysis of Algorithm,98,Machine Learning,77,UI/UX,63,238,C,4.73
REC000380,STU00095,4,4,Data Warehousing and Data Mining,92,Data Science,79,Computer Architecture,81,252,A+,8.74
REC000381,STU00096,1,1,Maths,50,Physics,70,Chemistry,89,209,C,4.77
REC000382,STU00096,2,2,Data Structures and Algorithms,53,Probability and Statistics,91,Java,80,224,A,8.3
REC000383,STU00096,3,3,Design and Analysis of Algorithm,72,Machine Learning,58,UI/UX,84,214,A,8
REC000384,STU00096,4,4,Data Warehousing and Data Mining,96,Data Science,65,Computer Architecture,88,249,A+,9.27
REC000385,STU00097,1,1,Maths,85,Physics,61,Chemistry,93,239,C,5.12
REC000386,STU00097,2,2,Data Structures and Algorithms,62,Probability and Statistics,60,Java,87,209,C,5.29
REC000387,STU00097,3,3,Design and Analysis of Algorithm,66,Machine Learning,58,UI/UX,74,198,B+,7.28
REC000388,STU00097,4,4,Data Warehousing and Data Mining,66,Data Science,46,Computer Architecture,89,201,B+,6.78
REC000389,STU00098,1,1,Maths,45,Physics,83,Chemistry,75,203,B+,6.7
REC000390,STU00098,2,2,Data Structures and Algorithms,45,Probability and Statistics,88,Java,56,189,B+,6.95
REC000391,STU00098,3,3,Design and Analysis of Algorithm,89,Machine Learning,90,UI/UX,76,255,A+,9.16
REC000392,STU00098,4,4,Data Warehousing and Data Mining,79,Data Science,50,Computer Architecture,95,224,A,8.23
REC000393,STU00099,1,1,Maths,86,Physics,49,Chemistry,79,214,A,7.72
REC000394,STU00099,2,2,Data Structures and Algorithms,98,Probability and Statistics,97,Java,87,282,O,9.97
REC000395,STU00099,3,3,Design and Analysis of Algorithm,52,Machine Learning,67,UI/UX,97,216,A,7.93
REC000396,STU00099,4,4,Data Warehousing and Data Mining,83,Data Science,67,Computer Architecture,69,219,A,7.81
REC000397,STU00100,1,1,Maths,94,Physics,96,Chemistry,89,279,O,10
REC000398,STU00100,2,2,Data Structures and Algorithms,52,Probability and Statistics,74,Java,68,194,B+,7.26
REC000399,STU00100,3,3,Design and Analysis of Algorithm,73,Machine Learning,45,UI/UX,59,177,B,6.15
REC000400,STU00100,4,4,Data Warehousing and Data Mining,93,Data Science,62,Computer Architecture,88,243,A+,9.25
REC000401,STU00101,1,1,Maths,67,Physics,57,Chemistry,50,174,B,6.19
REC000402,STU00101,2,2,Data Structures and Algorithms,85,Probability and Statistics,64,Java,96,245,A+,9.13
REC000403,STU00101,3,3,Design and Analysis of Algorithm,59,Machine Learning,76,UI/UX,68,203,B+,6.72
REC000404,STU00101,4,4,Data Warehousing and Data Mining,76,Data Science,90,Computer Architecture,90,256,A+,9.06
REC000405,STU00102,1,1,Maths,45,Physics,57,Chemistry,97,199,B+,7.08
REC000406,STU00102,2,2,Data Structures and Algorithms,52,Probability and Statistics,100,Java,62,214,A,8.04
REC000407,STU00102,3,3,Design and Analysis of Algorithm,76,Machine Learning,55,UI/UX,80,211,A,7.82
REC000408,STU00102,4,4,Data Warehousing and Data Mining,92,Data Science,81,Computer Architecture,88,261,A+,9.11
REC000409,STU00103,1,1,Maths,81,Physics,56,Chemistry,49,186,B+,7.05
REC000410,STU00103,2,2,Data Structures and Algorithms,92,Probability and Statistics,49,Java,53,194,B+,6.86
REC000411,STU00103,3,3,Design and Analysis of Algorithm,81,Machine Learning,99,UI/UX,59,239,C,5.23
REC000412,STU00103,4,4,Data Warehousing and Data Mining,91,Data Science,95,Computer Architecture,62,248,A+,8.82
REC000413,STU00104,1,1,Maths,88,Physics,46,Chemistry,89,223,A,8.11
REC000414,STU00104,2,2,Data Structures and Algorithms,84,Probability and Statistics,61,Java,88,233,A,8.04
REC000415,STU00104,3,3,Design and Analysis of Algorithm,74,Machine Learning,45,UI/UX,72,191,B+,7.08
REC000416,STU00104,4,4,Data Warehousing and Data Mining,86,Data Science,48,Computer Architecture,99,233,A,8.26
REC000417,STU00105,1,1,Maths,72,Physics,99,Chemistry,71,242,A+,8.86
REC000418,STU00105,2,2,Data Structures and Algorithms,88,Probability and Statistics,78,Java,74,240,A+,9
REC000419,STU00105,3,3,Design and Analysis of Algorithm,78,Machine Learning,93,UI/UX,47,218,A,8.23
REC000420,STU00105,4,4,Data Warehousing and Data Mining,59,Data Science,48,Computer Architecture,62,169,B,6.25
REC000421,STU00106,1,1,Maths,79,Physics,73,Chemistry,65,217,A,7.7
REC000422,STU00106,2,2,Data Structures and Algorithms,57,Probability and Statistics,66,Java,50,173,B,6.23
REC000423,STU00106,3,3,Design and Analysis of Algorithm,96,Machine Learning,46,UI/UX,92,234,A,7.84
REC000424,STU00106,4,4,Data Warehousing and Data Mining,89,Data Science,72,Computer Architecture,49,210,A,8.25
REC000425,STU00107,1,1,Maths,57,Physics,55,Chemistry,66,178,C,4.89
REC000426,STU00107,2,2,Data Structures and Algorithms,85,Probability and Statistics,85,Java,51,221,A,7.72
REC000427,STU00107,3,3,Design and Analysis of Algorithm,72,Machine Learning,96,UI/UX,46,214,A,8.06
REC000428,STU00107,4,4,Data Warehousing and Data Mining,85,Data Science,66,Computer Architecture,98,249,A+,8.85
REC000429,STU00108,1,1,Maths,51,Physics,75,Chemistry,60,186,B+,7.28
REC000430,STU00108,2,2,Data Structures and Algorithms,98,Probability and Statistics,48,Java,97,243,A+,8.9
REC000431,STU00108,3,3,Design and Analysis of Algorithm,95,Machine Learning,60,UI/UX,49,204,B+,7.17
REC000432,STU00108,4,4,Data Warehousing and Data Mining,84,Data Science,73,Computer Architecture,93,250,A+,8.76
REC000433,STU00109,1,1,Maths,73,Physics,82,Chemistry,52,207,B+,6.75
REC000434,STU00109,2,2,Data Structures and Algorithms,48,Probability and Statistics,47,Java,69,164,B,5.89
REC000435,STU00109,3,3,Design and Analysis of Algorithm,99,Machine Learning,89,UI/UX,49,237,A,8.17
REC000436,STU00109,4,4,Data Warehousing and Data Mining,48,Data Science,96,Computer Architecture,73,217,A,7.73
REC000437,STU00110,1,1,Maths,84,Physics,85,Chemistry,72,241,A+,8.74
REC000438,STU00110,2,2,Data Structures and Algorithms,88,Probability and Statistics,48,Java,80,216,A,7.73
REC000439,STU00110,3,3,Design and Analysis of Algorithm,99,Machine Learning,69,UI/UX,70,238,C,4.76
REC000440,STU00110,4,4,Data Warehousing and Data Mining,93,Data Science,71,Computer Architecture,59,223,A,8.22
REC000441,STU00111,1,1,Maths,95,Physics,87,Chemistry,84,266,A+,8.71
REC000442,STU00111,2,2,Data Structures and Algorithms,69,Probability and Statistics,74,Java,95,238,C,4.96
REC000443,STU00111,3,3,Design and Analysis of Algorithm,84,Machine Learning,84,UI/UX,51,219,A,7.9
REC000444,STU00111,4,4,Data Warehousing and Data Mining,88,Data Science,95,Computer Architecture,46,229,A,7.97
REC000445,STU00112,1,1,Maths,66,Physics,82,Chemistry,57,205,B+,6.76
REC000446,STU00112,2,2,Data Structures and Algorithms,45,Probability and Statistics,83,Java,90,218,A,7.74
REC000447,STU00112,3,3,Design and Analysis of Algorithm,95,Machine Learning,98,UI/UX,57,250,A+,9.24
REC000448,STU00112,4,4,Data Warehousing and Data Mining,53,Data Science,85,Computer Architecture,77,215,A,7.85
REC000449,STU00113,1,1,Maths,71,Physics,75,Chemistry,91,237,A,8.07
REC000450,STU00113,2,2,Data Structures and Algorithms,56,Probability and Statistics,60,Java,53,169,B,6.18
REC000451,STU00113,3,3,Design and Analysis of Algorithm,48,Machine Learning,53,UI/UX,64,165,B,6.05
REC000452,STU00113,4,4,Data Warehousing and Data Mining,77,Data Science,86,Computer Architecture,93,256,A+,8.91
REC000453,STU00114,1,1,Maths,82,Physics,79,Chemistry,94,255,A+,8.79
REC000454,STU00114,2,2,Data Structures and Algorithms,75,Probability and Statistics,64,Java,83,222,A,7.91
REC000455,STU00114,3,3,Design and Analysis of Algorithm,68,Machine Learning,45,UI/UX,78,191,B+,7.05
REC000456,STU00114,4,4,Data Warehousing and Data Mining,88,Data Science,54,Computer Architecture,48,190,B+,6.84
REC000457,STU00115,1,1,Maths,97,Physics,98,Chemistry,80,275,O,10
REC000458,STU00115,2,2,Data Structures and Algorithms,72,Probability and Statistics,67,Java,57,196,B+,7.29
REC000459,STU00115,3,3,Design and Analysis of Algorithm,85,Machine Learning,57,UI/UX,95,237,A,7.74
REC000460,STU00115,4,4,Data Warehousing and Data Mining,57,Data Science,87,Computer Architecture,75,219,A,8.12
REC000461,STU00116,1,1,Maths,74,Physics,83,Chemistry,89,246,A+,8.9
REC000462,STU00116,2,2,Data Structures and Algorithms,82,Probability and Statistics,81,Java,66,229,A,8.07
REC000463,STU00116,3,3,Design and Analysis of Algorithm,71,Machine Learning,66,UI/UX,55,192,B+,6.76
REC000464,STU00116,4,4,Data Warehousing and Data Mining,95,Data Science,47,Computer Architecture,76,218,A,7.83
REC000465,STU00117,1,1,Maths,45,Physics,85,Chemistry,59,189,B+,7.12
REC000466,STU00117,2,2,Data Structures and Algorithms,74,Probability and Statistics,84,Java,58,216,A,7.84
REC000467,STU00117,3,3,Design and Analysis of Algorithm,92,Machine Learning,94,UI/UX,97,283,O,9.9
